АВС/ DEF;От;До;Емкость;Оператор;Регион;Территория ГАР;ИНН
900;0000000;0061999;62000;ООО "Т2 Мобайл";Краснодарский край;Краснодарский край;7743895280
900;0062000;0062999;1000;ООО "Т2 Мобайл";Ростовская обл.;Ростовская область;7743895280
900;0063000;0099999;37000;ООО "Т2 Мобайл";Краснодарский край;Краснодарский край;7743895280
900;0100000;0199999;100000;ООО "Т2 Мобайл";Тверская обл.;Тверская область;7743895280
900;0200000;0299999;100000;ООО "Т2 Мобайл";Челябинская обл.;Челябинская область;7743895280
900;0300000;0499999;200000;ООО "ЕКАТЕРИНБУРГ-2000";Свердловская обл.;Свердловская область;6661079603
900;0500000;0599999;100000;ООО "Т2 МОБАЙЛ";Кемеровская обл.;Кемеровская область - Кузбасс;7743895280
900;0600000;0999999;400000;ООО "Т2 Мобайл";Челябинская обл.;Челябинская область;7743895280
900;1000000;1099999;100000;ООО "Т2 МОБАЙЛ";Кемеровская обл.;Кемеровская область - Кузбасс;7743895280
900;1100000;1199999;100000;ООО "Т2 Мобайл";Тверская обл.;Тверская область;7743895280
900;1200000;1399999;200000;ООО "Т2 Мобайл";Ростовская обл.;Ростовская область;7743895280
900;1400000;1599999;200000;ООО "Т2 Мобайл";г. Москва * Московская область;Город Москва, Московская область;7743895280
900;1600000;1629999;30000;ООО "Т2 МОБАЙЛ";Республика Тыва;Республика Тыва;7743895280
900;1630000;1649999;20000;ООО "Т2 МОБАЙЛ";Алтайский край;Алтайский край;7743895280
900;1650000;1699999;50000;ООО "Т2 Мобайл";Саратовская обл.;Саратовская область;7743895280
900;1700000;1719999;20000;ООО "Т2 Мобайл";Белгородская обл.;Белгородская область;7743895280
900;1720000;1739999;20000;ООО "Т2 Мобайл";Ростовская обл.;Ростовская область;7743895280
900;1740000;1749999;10000;ООО "Т2 Мобайл";Волгоградская обл.;Волгоградская область;7743895280
900;1750000;1759999;10000;ООО "Т2 Мобайл";Камчатский край;Камчатский край;7743895280
900;1760000;1799999;40000;ООО "Т2 Мобайл";Самарская обл.;Самарская область;7743895280
900;1800000;1839999;40000;ООО "Т2 Мобайл";Волгоградская обл.;Волгоградская область;7743895280
900;1840000;1889999;50000;ООО "Т2 Мобайл";Ростовская обл.;Ростовская область;7743895280
900;1890000;1899999;10000;ООО "Т2 МОБАЙЛ";Алтайский край;Алтайский край;7743895280
900;1900000;1909999;10000;ООО "Т2 Мобайл";Республика Адыгея;Республика Адыгея;7743895280
900;1910000;1919999;10000;ООО "Т2 Мобайл";Кабардино-Балкарская Республика;Кабардино-Балкарская Республика;7743895280
900;1920000;1929999;10000;ООО "Т2 Мобайл";Карачаево-Черкесская Республика;Карачаево-Черкесская Республика;7743895280
900;1930000;1939999;10000;ООО "Т2 Мобайл";Республика Северная Осетия - Алания;Республика Северная Осетия - Алания;7743895280
900;1940000;1949999;10000;ООО "Т2 Мобайл";Чеченская Республика;Чеченская Республика;7743895280
900;1950000;1959999;10000;ООО "Т2 Мобайл";Краснодарский край;Краснодарский край;7743895280
900;1960000;1969999;10000;ООО "Т2 Мобайл";Республика Ингушетия;Республика Ингушетия;7743895280
900;1970000;2169999;200000;ООО "ЕКАТЕРИНБУРГ-2000";Свердловская обл.;Свердловская область;6661079603
900;2170000;2187999;18000;ООО "Т2 Мобайл";Чеченская Республика;Чеченская Республика;7743895280
900;2188000;2189999;2000;ООО "СИМ ТЕЛЕКОМ";г. Москва * Московская область;Город Москва, Московская область;7707840631
900;2190000;2289999;100000;ООО "Т2 Мобайл";Смоленская обл.;Смоленская область;7743895280
900;2290000;2989999;700000;ООО "Т2 Мобайл";Краснодарский край;Краснодарский край;7743895280
900;2990000;3099999;110000;ООО "Т2 Мобайл";Воронежская обл.;Воронежская область;7743895280
900;3100000;3149999;50000;ООО "Т2 Мобайл";Саратовская обл.;Саратовская область;7743895280
900;3150000;3199999;50000;ООО "Т2 Мобайл";Пензенская обл.;Пензенская область;7743895280
900;3200000;3299999;100000;ООО "Т2 Мобайл";Республика Татарстан;Республика Татарстан;7743895280
900;3300000;3349999;50000;ООО "Т2 Мобайл";Чувашская Республика;Чувашская Республика - Чувашия;7743895280
900;3350000;3359999;10000;ПАО "ВЫМПЕЛКОМ";Чукотский АО;Чукотский автономный округ;7713076301
900;3360000;3449999;90000;ПАО "ВЫМПЕЛКОМ";Хабаровский край;Хабаровский край;7713076301
900;3450000;3549999;100000;ООО "Т2 Мобайл";Калининградская обл.;Калининградская область;7743895280
900;3550000;3749999;200000;ООО "Т2 Мобайл";Брянская обл.;Брянская область;7743895280
900;3750000;3849999;100000;ООО "ЕКАТЕРИНБУРГ-2000";Курганская обл.;Курганская область;6661079603
900;3850000;3949999;100000;ООО "ЕКАТЕРИНБУРГ-2000";Ханты - Мансийский - Югра АО;Ханты-Мансийский автономный округ - Югра;6661079603
900;3950000;4049999;100000;ООО "ЕКАТЕРИНБУРГ-2000";Ямало-Ненецкий АО;Ямало-Ненецкий автономный округ;6661079603
900;4050000;4149999;100000;ООО "Т2 Мобайл";Магаданская обл.;Магаданская область;7743895280
900;4150000;4249999;100000;ООО "Т2 Мобайл";Еврейская автономная обл.;Еврейская автономная область;7743895280
900;4250000;4349999;100000;ООО "Т2 Мобайл";Сахалинская обл.;Сахалинская область;7743895280
900;4350000;4449999;100000;ООО "Т2 Мобайл";Камчатский край;Камчатский край;7743895280
900;4450000;4459999;10000;ООО "Т2 Мобайл";Чукотский АО;Чукотский автономный округ;7743895280
900;4460000;4509999;50000;ООО "Т2 МОБАЙЛ";Ульяновская обл.;Ульяновская область;7743895280
900;4510000;4529999;20000;ООО "Т2 Мобайл";Чувашская Республика;Чувашская Республика - Чувашия;7743895280
900;4530000;4549999;20000;ООО "Т2 МОБАЙЛ";Ульяновская обл.;Ульяновская область;7743895280
900;4550000;4649999;100000;ООО "Т2 Мобайл";Республика Карелия;Республика Карелия;7743895280
900;4650000;4650999;1000;ООО "Газпром телеком";Самарская обл.;Самарская область;7740000020
900;4651000;4654999;4000;ООО "СИМ ТЕЛЕКОМ";г. Москва * Московская область;Город Москва, Московская область;7707840631
900;4655000;4664999;10000;ООО "Т2 МОБАЙЛ";Ульяновская обл.;Ульяновская область;7743895280
900;4665000;4714999;50000;ООО "Т2 Мобайл";Пензенская обл.;Пензенская область;7743895280
900;4715000;4734999;20000;ООО "Т2 Мобайл";Тверская обл.;Тверская область;7743895280
900;4735000;4834999;100000;ООО "Т2 Мобайл";Владимирская обл.;Владимирская область;7743895280
900;4835000;4884999;50000;ООО "Т2 Мобайл";Орловская обл.;Орловская область;7743895280
900;4885000;4894999;10000;ООО "Т2 Мобайл";Сахалинская обл.;Сахалинская область;7743895280
900;4895000;4899999;5000;ООО "СИМ ТЕЛЕКОМ";г. Москва * Московская область;Город Москва, Московская область;7707840631
900;4900000;4999999;100000;ООО "Т2 Мобайл";Тамбовская обл.;Тамбовская область;7743895280
900;5000000;5099999;100000;ООО "Т2 Мобайл";Вологодская обл.;Вологодская область;7743895280
900;5100000;5199999;100000;ООО "Т2 Мобайл";Тамбовская обл.;Тамбовская область;7743895280
900;5200000;5299999;100000;ООО "Т2 Мобайл";Кировская обл.;Кировская область;7743895280
900;5300000;5549999;250000;ООО "Т2 Мобайл";Вологодская обл.;Вологодская область;7743895280
900;5550000;5559999;10000;ООО "СИМ ТЕЛЕКОМ";г. Москва * Московская область;Город Москва, Московская область;7707840631
900;5560000;5609999;50000;ООО "Т2 Мобайл";Вологодская обл.;Вологодская область;7743895280
900;5610000;5709999;100000;ООО "Т2 Мобайл";Калининградская обл.;Калининградская область;7743895280
900;5710000;5809999;100000;ООО "Т2 Мобайл";Калужская обл.;Калужская область;7743895280
900;5810000;5909999;100000;ООО "Т2 Мобайл";Владимирская обл.;Владимирская область;7743895280
900;5910000;6009999;100000;ООО "Т2 Мобайл";Липецкая обл.;Липецкая область;7743895280
900;6010000;6109999;100000;ООО "Т2 Мобайл";Рязанская обл.;Рязанская область;7743895280
900;6110000;6199999;90000;ООО "СИМ ТЕЛЕКОМ";г. Москва * Московская область;Город Москва, Московская область;7707840631
900;6200000;6599999;400000;ООО "Т2 Мобайл";г. Санкт-Петербург и Ленинградская область;Город Санкт-Петербург, Ленинградская область;7743895280
900;6600000;6699999;100000;ООО "Т2 Мобайл";Сахалинская обл.;Сахалинская область;7743895280
900;6700000;6799999;100000;ООО "Т2 МОБАЙЛ";Омская обл.;Омская область;7743895280
900;6800000;6899999;100000;ООО "Т2 Мобайл";Камчатский край;Камчатский край;7743895280
900;6900000;6999999;100000;ООО "Т2 Мобайл";Брянская обл.;Брянская область;7743895280
900;7000000;7499999;500000;ООО "АНТАРЕС";г. Москва и Московская область;Город Москва, Московская область;7715650666
900;7500000;7699999;200000;ООО "АНТАРЕС";Свердловская обл.;Свердловская область;7715650666
900;7700000;7899999;200000;ООО "АНТАРЕС";Челябинская обл.;Челябинская область;7715650666
900;7900000;7999999;100000;ООО "АНТАРЕС";Воронежская обл.;Воронежская область;7715650666
900;8000000;8124999;125000;ООО "ИНТЕГРАЛ";Краснодарский край;Краснодарский край;7713621010
900;8125000;8125999;1000;ООО "ИНТЕГРАЛ";Ставропольский край;Ставропольский край;7713621010
900;8126000;8249999;124000;ООО "ИНТЕГРАЛ";Ростовская обл.;Ростовская область;7713621010
900;8250000;8374999;125000;ООО "ИНТЕГРАЛ";Волгоградская обл.;Волгоградская область;7713621010
900;8375000;8375999;1000;ООО "ИНТЕГРАЛ";Томская обл.;Томская область;7713621010
900;8376000;8376999;1000;ООО "ИНТЕГРАЛ";Хабаровский край;Хабаровский край;7713621010
900;8377000;8499999;123000;ООО "ИНТЕГРАЛ";Иркутская обл.;Иркутская область;7713621010
900;8500000;8998999;499000;ООО "АРКТУР";г. Санкт-Петербург и Ленинградская область;Город Санкт-Петербург, Ленинградская область;7717590050
900;8999000;8999999;1000;ООО "АРКТУР";Самарская обл.;Самарская область;7717590050
900;9000000;9009999;10000;ООО "Газпром телеком";г. Москва и Московская область;Город Москва, Московская область;7740000020
900;9010000;9109999;100000;ООО "Т2 Мобайл";Рязанская обл.;Рязанская область;7743895280
900;9110000;9209999;100000;ООО "Т2 Мобайл";Архангельская обл.;Архангельская область;7743895280
900;9210000;9239999;30000;ООО "Т2 МОБАЙЛ";Томская обл.;Томская область;7743895280
900;9240000;9339999;100000;ООО "Т2 Мобайл";Воронежская обл.;Воронежская область;7743895280
900;9340000;9439999;100000;ООО "Т2 Мобайл";Мурманская обл.;Мурманская область;7743895280
900;9440000;9639999;200000;ООО "Т2 Мобайл";Воронежская обл.;Воронежская область;7743895280
900;9640000;9739999;100000;ООО "Т2 Мобайл";Рязанская обл.;Рязанская область;7743895280
900;9740000;9839999;100000;ООО "Т2 Мобайл";Республика Коми;Республика Коми;7743895280
900;9840000;9849999;10000;ООО "Т2 Мобайл";Тамбовская обл.;Тамбовская область;7743895280
900;9850000;9899999;50000;ООО "Т2 Мобайл";Липецкая обл.;Липецкая область;7743895280
900;9900000;9999999;100000;ООО "Т2 Мобайл";Псковская обл.;Псковская область;7743895280
901;0000000;0009999;10000;ООО "Т2 Мобайл";Ростовская обл.;Ростовская область;7743895280
901;0010000;0019999;10000;ООО "Т2 Мобайл";Республика Северная Осетия - Алания;Республика Северная Осетия - Алания;7743895280
901;0020000;0099999;80000;ООО "Т2 Мобайл";Краснодарский край;Краснодарский край;7743895280
901;0100000;0134999;35000;ООО "Т2 Мобайл";Республика Адыгея;Республика Адыгея;7743895280
901;0135000;0135049;50;ООО "Т2 Мобайл";Пензенская обл.;Пензенская область;7743895280
901;0135050;0135099;50;ООО "Т2 Мобайл";Республика Татарстан;Республика Татарстан;7743895280
901;0135100;0135299;200;ООО "Т2 Мобайл";Кабардино-Балкарская Республика;Кабардино-Балкарская Республика;7743895280
901;0135300;0135499;200;ООО "Т2 Мобайл";Республика Бурятия;Республика Бурятия;7743895280
901;0135500;0135599;100;ООО "Т2 МОБАЙЛ";Красноярский край;Красноярский край;7743895280
901;0135600;0135699;100;ООО "Т2 Мобайл";Забайкальский край;Забайкальский край;7743895280
901;0135700;0135799;100;ООО "Т2 Мобайл";Корякский округ|Камчатский край;м.р-н Муниципальные районы Камчатского края, входящие в состав Корякского округа|Камчатский край;7743895280
901;0135800;0135899;100;ООО "Т2 Мобайл";Республика Калмыкия;Республика Калмыкия;7743895280
901;0135900;0135999;100;ООО "Т2 МОБАЙЛ";Республика Алтай;Республика Алтай;7743895280
901;0136000;0136099;100;ООО "Т2 МОБАЙЛ";Республика Тыва;Республика Тыва;7743895280
901;0136100;0136199;100;ООО "Т2 Мобайл";Иркутская обл.;Иркутская область;7743895280
901;0136200;0136299;100;ООО "Т2 Мобайл";Ставропольский край;Ставропольский край;7743895280
901;0136300;0136399;100;ООО "Т2 МОБАЙЛ";Красноярский край;Красноярский край;7743895280
901;0136400;0136499;100;ООО "Т2 Мобайл";Липецкая обл.;Липецкая область;7743895280
901;0136500;0136599;100;ООО "Т2 Мобайл";Карачаево-Черкесская Республика;Карачаево-Черкесская Республика;7743895280
901;0136600;0136699;100;ООО "Т2 Мобайл";Забайкальский край;Забайкальский край;7743895280
901;0136700;0136799;100;ООО "Т2 Мобайл";Еврейская автономная обл.;Еврейская автономная область;7743895280
901;0136800;0136899;100;ООО "Т2 Мобайл";Амурская обл.;Амурская область;7743895280
901;0136900;0136999;100;ООО "Т2 Мобайл";Камчатский край;Камчатский край;7743895280
901;0137000;0137099;100;ООО "Т2 Мобайл";Владимирская обл.;Владимирская область;7743895280
901;0137100;0137199;100;ООО "МиАТел";г. Санкт-Петербург и Ленинградская область;Город Санкт-Петербург, Ленинградская область;7841482919
901;0137200;0137999;800;ООО "МиАТел";г. Санкт-Петербург * Ленинградская область;Город Санкт-Петербург, Ленинградская область;7841482919
901;0138000;0139999;2000;АО "МТТ";Алтайский край;Алтайский край;7705017253
901;0140000;0169999;30000;ООО "Т2 Мобайл";Краснодарский край;Краснодарский край;7743895280
901;0170000;0199999;30000;ООО "Т2 МОБАЙЛ";Республика Тыва;Республика Тыва;7743895280
901;0200000;0209999;10000;ООО "Т2 Мобайл";Республика Дагестан;Республика Дагестан;7743895280
901;0298600;0299899;1300;ООО ИК "СИБИНТЕК";Самарская обл.;Самарская область;7708119944
901;0299900;0299999;100;ООО "МИАТЕЛ";г. Санкт-Петербург и Ленинградская область;Город Санкт-Петербург, Ленинградская область;7841482919
901;0300000;0399999;100000;ООО "Т2 Мобайл";Ивановская обл.;Ивановская область;7743895280
901;0400000;0499999;100000;ООО "Т2 Мобайл";Ярославская обл.;Ярославская область;7743895280
901;0500000;0599999;100000;ООО "Т2 Мобайл";Ярославская обл.;Ярославская область;7743895280
901;0600000;0699999;100000;ООО "Плинтрон";г. Москва * Московская область;Город Москва, Московская область;9729297003
901;0700000;0749999;50000;ООО "Плинтрон";г. Санкт-Петербург * Ленинградская область;Город Санкт-Петербург, Ленинградская область;9729297003
901;0750000;0758999;9000;ООО "МОЙ ОПЕРАТОР";Москва и Московская область;Город Москва, Московская область;9722028932
901;0759000;0763999;5000;ООО "МОЙ ОПЕРАТОР";г. Санкт-Петербург и Ленинградская область;Город Санкт-Петербург, Ленинградская область;9722028932
901;0764000;0764499;500;ООО "МОЙ ОПЕРАТОР";Нижегородская обл.;Нижегородская область;9722028932
901;0764500;0764999;500;ООО "МОЙ ОПЕРАТОР";Челябинская обл.;Челябинская область;9722028932
901;0770000;0776999;7000;ООО "ИНТЕРНОД";Москва и Московская область;Город Москва, Московская область;7733808377
901;0777000;0777999;1000;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253
901;0778000;0779999;2000;ООО "Интернод";Москва и Московская область;Город Москва, Московская область;7733808377
901;0780000;0789999;10000;ООО "ИНТЕРНОД";Москва и Московская область;Город Москва, Московская область;7733808377
901;0800000;0899999;100000;ООО "Т2 Мобайл";Оренбургская обл.;Оренбургская область;7743895280
901;0900000;0919999;20000;ООО "СИМ ТЕЛЕКОМ";Москва и Московская область;Город Москва, Московская область;7707840631
901;0920000;0939999;20000;ООО "Т2 Мобайл";Воронежская обл.;Воронежская область;7743895280
901;0940000;0949999;10000;ООО "Т2 Мобайл";Рязанская обл.;Рязанская область;7743895280
901;0950000;0999999;50000;ООО "Т2 Мобайл";Оренбургская обл.;Оренбургская область;7743895280
901;1000000;1059999;60000;ООО "Т2 Мобайл";Краснодарский край;Краснодарский край;7743895280
901;1060000;1069999;10000;ООО "Т2 Мобайл";Ростовская обл.;Ростовская область;7743895280
901;1070000;1079999;10000;ООО "Т2 Мобайл";Краснодарский край;Краснодарский край;7743895280
901;1080000;1089999;10000;АО "МТТ";Омская обл.;Омская область;7705017253
901;1090000;1099999;10000;ООО "Т2 Мобайл";Оренбургская обл.;Оренбургская область;7743895280
901;1100000;1109999;10000;ПАО "Ростелеком";Тверская обл.;Тверская область;7707049388
901;1110000;1119999;10000;ООО "Т2 МОБАЙЛ";Красноярский край;Красноярский край;7743895280
901;1120000;1159999;40000;ООО "Т2 Мобайл";Оренбургская обл.;Оренбургская область;7743895280
901;1160000;1169999;10000;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253
901;1170000;1239999;70000;ООО "Т2 Мобайл";Тверская обл.;Тверская область;7743895280
901;1240000;1249999;10000;ООО "Т2 МОБАЙЛ";Кемеровская обл.;Кемеровская область - Кузбасс;7743895280
901;1250000;1269999;20000;ООО "Т2 Мобайл";Тверская обл.;Тверская область;7743895280
901;1270000;1279999;10000;ООО "Т2 Мобайл";Калужская обл.;Калужская область;7743895280
901;1280000;1289999;10000;ООО "Т2 Мобайл";Тверская обл.;Тверская область;7743895280
901;1290000;1299999;10000;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253
901;1300000;1314999;15000;ООО "Т2 Мобайл";Волгоградская обл.;Волгоградская область;7743895280
901;1315000;1315099;100;ООО "Т2 Мобайл";Республика Марий Эл;Республика Марий Эл;7743895280
901;1315100;1315199;100;ООО "Т2 Мобайл";Чувашская Республика;Чувашская Республика - Чувашия;7743895280
901;1315200;1315299;100;ООО "Т2 Мобайл";Брянская обл.;Брянская область;7743895280
901;1315300;1315399;100;ООО "Т2 Мобайл";Республика Мордовия;Республика Мордовия;7743895280
901;1315400;1315499;100;ООО "Т2 МОБАЙЛ";Кемеровская обл.;Кемеровская область - Кузбасс;7743895280
901;1315500;1315599;100;ООО "Т2 Мобайл";Воронежская обл.;Воронежская область;7743895280
901;1315600;1315699;100;ООО "Т2 МОБАЙЛ";Томская обл.;Томская область;7743895280
901;1315700;1315799;100;ООО "Т2 Мобайл";Чувашская Республика;Чувашская Республика - Чувашия;7743895280
901;1315800;1315899;100;ООО "Т2 Мобайл";Удмуртская Республика;Удмуртская Республика;7743895280
901;1315900;1315999;100;ООО "Т2 Мобайл";Астраханская обл.;Астраханская область;7743895280
901;1316000;1316099;100;ООО "Т2 Мобайл";Ростовская обл.;Ростовская область;7743895280
901;1316100;1316199;100;ООО "Т2 МОБАЙЛ";Омская обл.;Омская область;7743895280
901;1316200;1316299;100;ООО "Т2 Мобайл";Республика Мордовия;Республика Мордовия;7743895280
901;1316300;1316399;100;ООО "Т2 Мобайл";Ростовская обл.;Ростовская область;7743895280
901;1317000;1318999;2000;АО "МТТ";Амурская обл.;Амурская область;7705017253
901;1319000;1319999;1000;ООО "МиАТел";Новосибирская обл.;Новосибирская область;7841482919
901;1320000;1329999;10000;ООО "Интернод";г. Санкт-Петербург * Ленинградская область;Город Санкт-Петербург, Ленинградская область;7733808377
901;1330000;1339999;10000;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253
901;1340000;1349999;10000;ООО "Т2 Мобайл";Приморский край;Приморский край;7743895280
901;1350000;1379999;30000;ООО "Т2 МОБАЙЛ";Республика Тыва;Республика Тыва;7743895280
901;1380000;1389999;10000;ООО "Т2 Мобайл";Приморский край;Приморский край;7743895280
901;1390000;1399999;10000;АО "МТТ";Ростовская обл.;Ростовская область;7705017253
901;1400000;1419999;20000;ПАО "Ростелеком";Владимирская обл.;Владимирская область;7707049388
901;1420000;1429999;10000;АО "МТТ";Воронежская обл.;Воронежская область;7705017253
901;1430000;1439999;10000;АО "МТТ";Республика Татарстан;Республика Татарстан;7705017253
901;1440000;1449999;10000;ООО "Т2 Мобайл";Астраханская обл.;Астраханская область;7743895280
901;1450000;1459999;10000;ООО "Т2 Мобайл";Калужская обл.;Калужская область;7743895280
901;1460000;1464999;5000;АО "МТТ";Челябинская обл.;Челябинская область;7705017253
901;1465000;1469999;5000;АО "МТТ";Воронежская обл.;Воронежская область;7705017253
901;1470000;1474999;5000;ООО "Т2 Мобайл";Калужская обл.;Калужская область;7743895280
901;1475000;1479999;5000;ООО "Интернод";г. Москва * Московская область;Город Москва, Московская область;7733808377
901;1480000;1484999;5000;АО "МТТ";Самарская обл.;Самарская область;7705017253
901;1485000;1489999;5000;АО "МТТ";Ростовская обл.;Ростовская область;7705017253
901;1490000;1509999;20000;ООО "Т2 Мобайл";Свердловская обл.;Свердловская область;7743895280
901;1510000;1519999;10000;ООО "Сбербанк-Телеком";Москва и Московская область;Город Москва, Московская область;7736264044
901;1520000;1529999;10000;ПАО "Мобильные ТелеСистемы";Республика Башкортостан;Республика Башкортостан;7740000076
901;1530000;1534999;5000;АО "МТТ";Республика Татарстан;Республика Татарстан;7705017253
901;1535000;1539999;5000;АО "МТТ";Новосибирская обл.;Новосибирская область;7705017253
901;1540000;1545999;6000;ООО "Т2 Мобайл";Республика Коми;Республика Коми;7743895280
901;1546000;1549999;4000;ООО "Т2 Мобайл";Республика Марий Эл;Республика Марий Эл;7743895280
901;1550000;1559999;10000;АО "МТТ";Свердловская обл.;Свердловская область;7705017253
901;1560000;1569999;10000;ООО "Т2 Мобайл";Тюменская обл.;Тюменская область;7743895280
901;1570000;1579999;10000;ООО "Т2 Мобайл";Удмуртская Республика;Удмуртская Республика;7743895280
901;1580000;1589999;10000;ООО "Т2 Мобайл";Челябинская обл.;Челябинская область;7743895280
901;1590000;1594999;5000;АО "МТТ";Нижегородская обл.;Нижегородская область;7705017253
901;1595000;1599999;5000;АО "МТТ";Краснодарский край;Краснодарский край;7705017253
901;1600000;1603999;4000;ООО "Т2 Мобайл";Республика Мордовия;Республика Мордовия;7743895280
901;1604000;1609999;6000;ООО "Т2 Мобайл";Калининградская обл.;Калининградская область;7743895280
901;1610000;1619999;10000;ООО "Т2 Мобайл";Владимирская обл.;Владимирская область;7743895280
901;1620000;1629999;10000;ООО "Т2 Мобайл";Республика Татарстан;Республика Татарстан;7743895280
901;1630000;1639999;10000;ООО "Т2 Мобайл";Удмуртская Республика;Удмуртская Республика;7743895280
901;1640000;1641999;2000;ООО "Т2 МОБАЙЛ";Республика Хакасия;Республика Хакасия;7743895280
901;1642000;1643999;2000;ООО "Т2 МОБАЙЛ";Республика Тыва;Республика Тыва;7743895280
901;1644000;1651999;8000;ООО "Т2 Мобайл";Чувашская Республика;Чувашская Республика - Чувашия;7743895280
901;1652000;1659999;8000;ООО "Т2 МОБАЙЛ";Алтайский край;Алтайский край;7743895280
901;1660000;1669999;10000;ООО "Т2 Мобайл";Краснодарский край;Краснодарский край;7743895280
901;1670000;1673999;4000;ООО "Т2 МОБАЙЛ";Республика Алтай;Республика Алтай;7743895280
901;1674000;1687999;14000;ООО "Т2 МОБАЙЛ";Красноярский край;Красноярский край;7743895280
901;1688000;1693999;6000;ООО "Т2 Мобайл";Хабаровский край;Хабаровский край;7743895280
901;1694000;1699999;6000;ООО "Т2 Мобайл";Новгородская обл.;Новгородская область;7743895280
901;1700000;1799999;100000;ООО "Т2 Мобайл";Ярославская обл.;Ярославская область;7743895280
901;1800000;1899999;100000;ООО "Т2 Мобайл";г. Москва и Московская область;Город Москва, Московская область;7743895280
901;1900000;1909999;10000;ООО "Т2 Мобайл";Тверская обл.;Тверская область;7743895280
901;1910000;1919999;10000;ООО "Т2 Мобайл";Ивановская обл.;Ивановская область;7743895280
901;1920000;1929999;10000;ООО "Т2 Мобайл";Владимирская обл.;Владимирская область;7743895280
901;1930000;1939999;10000;ООО "Т2 Мобайл";Воронежская обл.;Воронежская область;7743895280
901;1940000;1949999;10000;ООО "Т2 Мобайл";Ивановская обл.;Ивановская область;7743895280
901;1950000;1959999;10000;ООО "Т2 Мобайл";Ярославская обл.;Ярославская область;7743895280
901;1960000;1979999;20000;ООО "Т2 Мобайл";Костромская обл.;Костромская область;7743895280
901;1980000;1989999;10000;ООО "Т2 Мобайл";Тульская обл.;Тульская область;7743895280
901;1990000;1999999;10000;ООО "Т2 Мобайл";Ярославская обл.;Ярославская область;7743895280
901;2000000;2009999;10000;ООО "Т2 МОБАЙЛ";Республика Тыва;Республика Тыва;7743895280
901;2010000;2019999;10000;ООО "Т2 Мобайл";Свердловская обл.;Свердловская область;7743895280
901;2020000;2029999;10000;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253
901;2030000;2049999;20000;ПАО "Ростелеком";Тамбовская обл.;Тамбовская область;7707049388
901;2050000;2099999;50000;ООО "Т2 МОБАЙЛ";Алтайский край;Алтайский край;7743895280
901;2100000;2109999;10000;ООО "Т2 Мобайл";Свердловская обл.;Свердловская область;7743895280
901;2110000;2119999;10000;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253
901;2120000;2127999;8000;ООО "Т2 Мобайл";Республика Бурятия;Республика Бурятия;7743895280
901;2128000;2135999;8000;ООО "Т2 Мобайл";Архангельская обл.;Архангельская область;7743895280
901;2136000;2145999;10000;ООО "Т2 Мобайл";Белгородская обл.;Белгородская область;7743895280
901;2146000;2153999;8000;ООО "Т2 Мобайл";Владимирская обл.;Владимирская область;7743895280
901;2154000;2163999;10000;ООО "Т2 Мобайл";Волгоградская обл.;Волгоградская область;7743895280
901;2164000;2173999;10000;ООО "Т2 Мобайл";Воронежская обл.;Воронежская область;7743895280
901;2174000;2177999;4000;ООО "Т2 Мобайл";Ивановская обл.;Ивановская область;7743895280
901;2178000;2183999;6000;ООО "Т2 Мобайл";Костромская обл.;Костромская область;7743895280
901;2184000;2189999;6000;ООО "Т2 Мобайл";Мурманская обл.;Мурманская область;7743895280
901;2190000;2199999;10000;ООО "Т2 Мобайл";Иркутская обл.;Иркутская область;7743895280
901;2200000;2209999;10000;ООО "Т2 Мобайл";Свердловская обл.;Свердловская область;7743895280
901;2210000;2229999;20000;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253
901;2230000;2237999;8000;ООО "Т2 Мобайл";Калужская обл.;Калужская область;7743895280
901;2238000;2241999;4000;ООО "Т2 Мобайл";Камчатский край;Камчатский край;7743895280
901;2242000;2249999;8000;ООО "Т2 Мобайл";Кировская обл.;Кировская область;7743895280
901;2250000;2253999;4000;ООО "Т2 Мобайл";Курганская обл.;Курганская область;7743895280
901;2254000;2263999;10000;ООО "Т2 Мобайл";Курская обл.;Курская область;7743895280
901;2264000;2273999;10000;ООО "Т2 Мобайл";Липецкая обл.;Липецкая область;7743895280
901;2274000;2283999;10000;ООО "Т2 Мобайл";Нижегородская обл.;Нижегородская область;7743895280
901;2284000;2289999;6000;ООО "Т2 Мобайл";Орловская обл.;Орловская область;7743895280
901;2290000;2299999;10000;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253
901;2300000;2309999;10000;ООО "Т2 Мобайл";Свердловская обл.;Свердловская область;7743895280
901;2310000;2319999;10000;ООО "Т2 МОБАЙЛ";Новосибирская обл.;Новосибирская область;7743895280
901;2320000;2329999;10000;ООО "Т2 Мобайл";Свердловская обл.;Свердловская область;7743895280
901;2330000;2339999;10000;АО "МТТ";Ростовская обл.;Ростовская область;7705017253
901;2340000;2349999;10000;ООО "Лайкамобайл";г. Москва * Московская область;Город Москва, Московская область;9729056760
