АВС/ DEF;От;До;Емкость;Оператор;Регион;Территория ГАР;ИНН
905;8200000;8269999;70000;ПАО "ВЫМПЕЛКОМ";Тюменская обл.;Тюменская область;7713076301
905;8270000;8299999;30000;ПАО "ВЫМПЕЛКОМ";Ханты - Мансийский - Югра АО;Ханты-Мансийский автономный округ - Югра;7713076301
905;8300000;8399999;100000;ПАО "ВЫМПЕЛКОМ";Челябинская обл.;Челябинская область;7713076301
905;8400000;8499999;100000;ПАО "ВЫМПЕЛКОМ";Оренбургская обл.;Оренбургская область;7713076301
905;8500000;8549999;50000;ПАО "ВЫМПЕЛКОМ";Курганская обл.;Курганская область;7713076301
905;8550000;8559999;10000;ПАО "ВЫМПЕЛКОМ";Липецкая обл.;Липецкая область;7713076301
905;8560000;8569999;10000;ПАО "ВЫМПЕЛКОМ";Орловская обл.;Орловская область;7713076301
905;8570000;8589999;20000;ПАО "ВЫМПЕЛКОМ";Тюменская обл.;Тюменская область;7713076301
905;8590000;8599999;10000;ПАО "ВЫМПЕЛКОМ";Свердловская обл.;Свердловская область;7713076301
905;8600000;8649999;50000;ПАО "ВЫМПЕЛКОМ";Пермский край;Пермский край;7713076301
905;8650000;8699999;50000;ПАО "ВЫМПЕЛКОМ";Нижегородская обл.;Нижегородская область;7713076301
905;8700000;8729999;30000;ПАО "ВЫМПЕЛКОМ";Кировская обл.;Кировская область;7713076301
905;8730000;8739999;10000;ПАО "ВЫМПЕЛКОМ";Архангельская обл.;Архангельская область;7713076301
905;8740000;8779999;40000;ПАО "ВЫМПЕЛКОМ";Удмуртская Республика;Удмуртская Республика;7713076301
905;8780000;8799999;20000;ПАО "ВЫМПЕЛКОМ";Белгородская обл.;Белгородская область;7713076301
905;8800000;8999999;200000;ПАО "ВЫМПЕЛКОМ";Оренбургская обл.;Оренбургская область;7713076301
905;9000000;9199999;200000;ПАО "ВЫМПЕЛКОМ";Кемеровская область - Кузбасс;Кемеровская область - Кузбасс;7713076301
905;9200000;9209999;10000;ПАО "ВЫМПЕЛКОМ";Республика Тыва;Республика Тыва;7713076301
905;9210000;9239999;30000;ПАО "ВЫМПЕЛКОМ";Омская обл.;Омская область;7713076301
905;9240000;9299999;60000;ПАО "ВЫМПЕЛКОМ";Алтайский край;Алтайский край;7713076301
905;9300000;9399999;100000;ПАО "ВЫМПЕЛКОМ";Новосибирская обл.;Новосибирская область;7713076301
905;9400000;9449999;50000;ПАО "ВЫМПЕЛКОМ";Омская обл.;Омская область;7713076301
905;9450000;9469999;20000;ПАО "ВЫМПЕЛКОМ";Новосибирская обл.;Новосибирская область;7713076301
905;9470000;9499999;30000;ПАО "ВЫМПЕЛКОМ";Кемеровская область - Кузбасс;Кемеровская область - Кузбасс;7713076301
905;9500000;9599999;100000;ПАО "ВЫМПЕЛКОМ";Новосибирская обл.;Новосибирская область;7713076301
905;9600000;9699999;100000;ПАО "ВЫМПЕЛКОМ";Кемеровская область - Кузбасс;Кемеровская область - Кузбасс;7713076301
905;9700000;9799999;100000;ПАО "ВЫМПЕЛКОМ";Красноярский край;Красноярский край;7713076301
905;9800000;9899999;100000;ПАО "ВЫМПЕЛКОМ";Алтайский край;Алтайский край;7713076301
905;9900000;9929999;30000;ПАО "ВЫМПЕЛКОМ";Томская обл.;Томская область;7713076301
905;9930000;9959999;30000;ПАО "ВЫМПЕЛКОМ";Кемеровская область - Кузбасс;Кемеровская область - Кузбасс;7713076301
905;9960000;9999999;40000;ПАО "ВЫМПЕЛКОМ";Красноярский край;Красноярский край;7713076301
906;0000000;0999999;1000000;ПАО "ВЫМПЕЛКОМ";Москва и Московская область;Город Москва, Московская область;7713076301
906;1000000;1099999;100000;ПАО "ВЫМПЕЛКОМ";Республика Башкортостан;Республика Башкортостан;7713076301
906;1100000;1249999;150000;ПАО "ВЫМПЕЛКОМ";Республика Татарстан;Республика Татарстан;7713076301
906;1250000;1299999;50000;ПАО "ВЫМПЕЛКОМ";Самарская обл.;Самарская область;7713076301
906;1300000;1369999;70000;ПАО "ВЫМПЕЛКОМ";Чувашская Республика;Чувашская Республика - Чувашия;7713076301
906;1370000;1399999;30000;ПАО "ВЫМПЕЛКОМ";Республика Марий Эл;Республика Марий Эл;7713076301
906;1400000;1479999;80000;ПАО "ВЫМПЕЛКОМ";Ульяновская обл.;Ульяновская область;7713076301
906;1480000;1559999;80000;ПАО "ВЫМПЕЛКОМ";Саратовская обл.;Саратовская область;7713076301
906;1560000;1599999;40000;ПАО "ВЫМПЕЛКОМ";Пензенская обл.;Пензенская область;7713076301
906;1600000;1649999;50000;ПАО "ВЫМПЕЛКОМ";Республика Мордовия;Республика Мордовия;7713076301
906;1650000;1759999;110000;ПАО "ВЫМПЕЛКОМ";Волгоградская обл.;Волгоградская область;7713076301
906;1760000;1769999;10000;ПАО "ВЫМПЕЛКОМ";Республика Калмыкия;Республика Калмыкия;7713076301
906;1770000;1799999;30000;ПАО "ВЫМПЕЛКОМ";Астраханская обл.;Астраханская область;7713076301
906;1800000;1869999;70000;ПАО "ВЫМПЕЛКОМ";Ростовская обл.;Ростовская область;7713076301
906;1870000;1879999;10000;ПАО "ВЫМПЕЛКОМ";Краснодарский край;Краснодарский край;7713076301
906;1880000;1889999;10000;ПАО "ВЫМПЕЛКОМ";Республика Северная Осетия - Алания;Республика Северная Осетия - Алания;7713076301
906;1890000;1899999;10000;ПАО "ВЫМПЕЛКОМ";Кабардино-Балкарская Республика;Кабардино-Балкарская Республика;7713076301
906;1900000;1929999;30000;ПАО "ВЫМПЕЛКОМ";Республика Хакасия;Республика Хакасия;7713076301
906;1930000;1959999;30000;ПАО "ВЫМПЕЛКОМ";Новосибирская обл.;Новосибирская область;7713076301
906;1960000;1969999;10000;ПАО "ВЫМПЕЛКОМ";Алтайский край;Алтайский край;7713076301
906;1970000;1979999;10000;ПАО "ВЫМПЕЛКОМ";Омская обл.;Омская область;7713076301
906;1980000;1999999;20000;ПАО "ВЫМПЕЛКОМ";Томская обл.;Томская область;7713076301
906;2000000;2059999;60000;ПАО "ВЫМПЕЛКОМ";Новгородская обл.;Новгородская область;7713076301
906;2060000;2099999;40000;ПАО "ВЫМПЕЛКОМ";Республика Карелия;Республика Карелия;7713076301
906;2100000;2199999;100000;ПАО "ВЫМПЕЛКОМ";Калининградская обл.;Калининградская область;7713076301
906;2200000;2249999;50000;ПАО "ВЫМПЕЛКОМ";Псковская обл.;Псковская область;7713076301
906;2250000;2299999;50000;ПАО "ВЫМПЕЛКОМ";г. Санкт-Петербург и Ленинградская область;Город Санкт-Петербург, Ленинградская область;7713076301
906;2300000;2399999;100000;ПАО "ВЫМПЕЛКОМ";Калининградская обл.;Калининградская область;7713076301
906;2400000;2799999;400000;ПАО "ВЫМПЕЛКОМ";г. Санкт-Петербург и Ленинградская область;Город Санкт-Петербург, Ленинградская область;7713076301
906;2800000;2859999;60000;ПАО "ВЫМПЕЛКОМ";Архангельская обл.;Архангельская область;7713076301
906;2860000;2919999;60000;ПАО "ВЫМПЕЛКОМ";Мурманская обл.;Мурманская область;7713076301
906;2920000;2999999;80000;ПАО "ВЫМПЕЛКОМ";Вологодская обл.;Вологодская область;7713076301
906;3000000;3199999;200000;ПАО "ВЫМПЕЛКОМ";Саратовская обл.;Саратовская область;7713076301
906;3200000;3339999;140000;ПАО "ВЫМПЕЛКОМ";Республика Татарстан;Республика Татарстан;7713076301
906;3340000;3369999;30000;ПАО "ВЫМПЕЛКОМ";Республика Марий Эл;Республика Марий Эл;7713076301
906;3370000;3479999;110000;ПАО "ВЫМПЕЛКОМ";Самарская обл.;Самарская область;7713076301
906;3480000;3699999;220000;ПАО "ВЫМПЕЛКОМ";Нижегородская обл.;Нижегородская область;7713076301
906;3700000;3779999;80000;ПАО "ВЫМПЕЛКОМ";Республика Башкортостан;Республика Башкортостан;7713076301
906;3780000;3799999;20000;ПАО "ВЫМПЕЛКОМ";Республика Мордовия;Республика Мордовия;7713076301
906;3800000;3899999;100000;ПАО "ВЫМПЕЛКОМ";Чувашская Республика;Чувашская Республика - Чувашия;7713076301
906;3900000;3949999;50000;ПАО "ВЫМПЕЛКОМ";Ульяновская обл.;Ульяновская область;7713076301
906;3950000;3999999;50000;ПАО "ВЫМПЕЛКОМ";Пензенская обл.;Пензенская область;7713076301
906;4000000;4109999;110000;ПАО "ВЫМПЕЛКОМ";Волгоградская обл.;Волгоградская область;7713076301
906;4110000;4139999;30000;ПАО "ВЫМПЕЛКОМ";Ставропольский край;Ставропольский край;7713076301
906;4140000;4309999;170000;ПАО "ВЫМПЕЛКОМ";Ростовская обл.;Ростовская область;7713076301
906;4310000;4369999;60000;ПАО "ВЫМПЕЛКОМ";Краснодарский край;Краснодарский край;7713076301
906;4370000;4379999;10000;ПАО "ВЫМПЕЛКОМ";Республика Калмыкия;Республика Калмыкия;7713076301
906;4380000;4389999;10000;ПАО "ВЫМПЕЛКОМ";Республика Адыгея;Республика Адыгея;7713076301
906;4390000;4399999;10000;ПАО "ВЫМПЕЛКОМ";Ростовская обл.;Ростовская область;7713076301
906;4400000;4429999;30000;ПАО "ВЫМПЕЛКОМ";Ставропольский край;Ставропольский край;7713076301
906;4430000;4459999;30000;ПАО "ВЫМПЕЛКОМ";Карачаево-Черкесская Республика;Карачаево-Черкесская Республика;7713076301
906;4460000;4509999;50000;ПАО "ВЫМПЕЛКОМ";Республика Дагестан;Республика Дагестан;7713076301
906;4510000;4519999;10000;ПАО "ВЫМПЕЛКОМ";Волгоградская обл.;Волгоградская область;7713076301
906;4520000;4549999;30000;ПАО "ВЫМПЕЛКОМ";Ростовская обл.;Ростовская область;7713076301
906;4550000;4599999;50000;ПАО "ВЫМПЕЛКОМ";Астраханская обл.;Астраханская область;7713076301
906;4600000;4799999;200000;ПАО "ВЫМПЕЛКОМ";Ставропольский край;Ставропольский край;7713076301
906;4800000;4829999;30000;ПАО "ВЫМПЕЛКОМ";Республика Дагестан;Республика Дагестан;7713076301
906;4830000;4859999;30000;ПАО "ВЫМПЕЛКОМ";Кабардино-Балкарская Республика;Кабардино-Балкарская Республика;7713076301
906;4860000;4889999;30000;ПАО "ВЫМПЕЛКОМ";Республика Ингушетия;Республика Ингушетия;7713076301
906;4890000;4939999;50000;ПАО "ВЫМПЕЛКОМ";Ставропольский край;Ставропольский край;7713076301
906;4940000;4959999;20000;ПАО "ВЫМПЕЛКОМ";Республика Северная Осетия - Алания;Республика Северная Осетия - Алания;7713076301
906;4960000;4999999;40000;ПАО "ВЫМПЕЛКОМ";Ставропольский край;Ставропольский край;7713076301
906;5000000;5059999;60000;ПАО "ВЫМПЕЛКОМ";Брянская обл.;Брянская область;7713076301
906;5060000;5099999;40000;ПАО "ВЫМПЕЛКОМ";Калужская обл.;Калужская область;7713076301
906;5100000;5159999;60000;ПАО "ВЫМПЕЛКОМ";Ивановская обл.;Ивановская область;7713076301
906;5160000;5199999;40000;ПАО "ВЫМПЕЛКОМ";Смоленская обл.;Смоленская область;7713076301
906;5200000;5249999;50000;ПАО "ВЫМПЕЛКОМ";Костромская обл.;Костромская область;7713076301
906;5250000;5299999;50000;ПАО "ВЫМПЕЛКОМ";Ярославская обл.;Ярославская область;7713076301
906;5300000;5399999;100000;ПАО "ВЫМПЕЛКОМ";Тульская обл.;Тульская область;7713076301
906;5400000;5489999;90000;ПАО "ВЫМПЕЛКОМ";Рязанская обл.;Рязанская область;7713076301
906;5490000;5559999;70000;ПАО "ВЫМПЕЛКОМ";Тверская обл.;Тверская область;7713076301
906;5560000;5579999;20000;ПАО "ВЫМПЕЛКОМ";Нижегородская обл.;Нижегородская область;7713076301
906;5580000;5649999;70000;ПАО "ВЫМПЕЛКОМ";Владимирская обл.;Владимирская область;7713076301
906;5650000;5679999;30000;ПАО "ВЫМПЕЛКОМ";Белгородская обл.;Белгородская область;7713076301
906;5680000;5719999;40000;ПАО "ВЫМПЕЛКОМ";Орловская обл.;Орловская область;7713076301
906;5720000;5779999;60000;ПАО "ВЫМПЕЛКОМ";Курская обл.;Курская область;7713076301
906;5780000;5799999;20000;ПАО "ВЫМПЕЛКОМ";Нижегородская обл.;Нижегородская область;7713076301
906;5800000;5909999;110000;ПАО "ВЫМПЕЛКОМ";Воронежская обл.;Воронежская область;7713076301
906;5910000;5959999;50000;ПАО "ВЫМПЕЛКОМ";Липецкая обл.;Липецкая область;7713076301
906;5960000;5999999;40000;ПАО "ВЫМПЕЛКОМ";Тамбовская обл.;Тамбовская область;7713076301
906;6000000;6089999;90000;ПАО "ВЫМПЕЛКОМ";Белгородская обл.;Белгородская область;7713076301
906;6090000;6099999;10000;ПАО "ВЫМПЕЛКОМ";Костромская обл.;Костромская область;7713076301
906;6100000;6169999;70000;ПАО "ВЫМПЕЛКОМ";Владимирская обл.;Владимирская область;7713076301
906;6170000;6199999;30000;ПАО "ВЫМПЕЛКОМ";Ивановская обл.;Ивановская область;7713076301
906;6200000;6309999;110000;ПАО "ВЫМПЕЛКОМ";Тульская обл.;Тульская область;7713076301
906;6310000;6399999;90000;ПАО "ВЫМПЕЛКОМ";Ярославская обл.;Ярославская область;7713076301
906;6400000;6459999;60000;ПАО "ВЫМПЕЛКОМ";Калужская обл.;Калужская область;7713076301
906;6460000;6499999;40000;ПАО "ВЫМПЕЛКОМ";Рязанская обл.;Рязанская область;7713076301
906;6500000;6569999;70000;ПАО "ВЫМПЕЛКОМ";Тверская обл.;Тверская область;7713076301
906;6570000;6599999;30000;ПАО "ВЫМПЕЛКОМ";Тамбовская обл.;Тамбовская область;7713076301
906;6600000;6659999;60000;ПАО "ВЫМПЕЛКОМ";Орловская обл.;Орловская область;7713076301
906;6660000;6669999;10000;ПАО "ВЫМПЕЛКОМ";Костромская обл.;Костромская область;7713076301
906;6670000;6699999;30000;ПАО "ВЫМПЕЛКОМ";Смоленская обл.;Смоленская область;7713076301
906;6700000;6809999;110000;ПАО "ВЫМПЕЛКОМ";Воронежская обл.;Воронежская область;7713076301
906;6810000;6889999;80000;ПАО "ВЫМПЕЛКОМ";Липецкая обл.;Липецкая область;7713076301
906;6890000;6949999;60000;ПАО "ВЫМПЕЛКОМ";Курская обл.;Курская область;7713076301
906;6950000;6999999;50000;ПАО "ВЫМПЕЛКОМ";Брянская обл.;Брянская область;7713076301
906;7000000;7999999;1000000;ПАО "ВЫМПЕЛКОМ";Москва и Московская область;Город Москва, Московская область;7713076301
906;8000000;8159999;160000;ПАО "ВЫМПЕЛКОМ";Свердловская обл.;Свердловская область;7713076301
906;8160000;8199999;40000;ПАО "ВЫМПЕЛКОМ";Удмуртская Республика;Удмуртская Республика;7713076301
906;8200000;8279999;80000;ПАО "ВЫМПЕЛКОМ";Тюменская обл.;Тюменская область;7713076301
906;8280000;8289999;10000;ПАО "ВЫМПЕЛКОМ";Курганская обл.;Курганская область;7713076301
906;8290000;8299999;10000;ПАО "ВЫМПЕЛКОМ";Кировская обл.;Кировская область;7713076301
906;8300000;8499999;200000;ПАО "ВЫМПЕЛКОМ";Оренбургская обл.;Оренбургская область;7713076301
906;8500000;8549999;50000;ПАО "ВЫМПЕЛКОМ";Челябинская обл.;Челябинская область;7713076301
906;8550000;8599999;50000;ПАО "ВЫМПЕЛКОМ";Свердловская обл.;Свердловская область;7713076301
906;8600000;8729999;130000;ПАО "ВЫМПЕЛКОМ";Челябинская обл.;Челябинская область;7713076301
906;8730000;8759999;30000;ПАО "ВЫМПЕЛКОМ";Тюменская обл.;Тюменская область;7713076301
906;8760000;8789999;30000;ПАО "ВЫМПЕЛКОМ";Пермский край;Пермский край;7713076301
906;8790000;8829999;40000;ПАО "ВЫМПЕЛКОМ";Республика Коми;Республика Коми;7713076301
906;8830000;8849999;20000;ПАО "ВЫМПЕЛКОМ";Курганская обл.;Курганская область;7713076301
906;8850000;8869999;20000;ПАО "ВЫМПЕЛКОМ";Ямало-Ненецкий АО;Ямало-Ненецкий автономный округ;7713076301
906;8870000;8899999;30000;ПАО "ВЫМПЕЛКОМ";Пермский край;Пермский край;7713076301
906;8900000;8949999;50000;ПАО "ВЫМПЕЛКОМ";Челябинская обл.;Челябинская область;7713076301
906;8950000;8969999;20000;ПАО "ВЫМПЕЛКОМ";Ханты - Мансийский - Югра АО;Ханты-Мансийский автономный округ - Югра;7713076301
906;8970000;8979999;10000;ПАО "ВЫМПЕЛКОМ";Удмуртская Республика;Удмуртская Республика;7713076301
906;8980000;8999999;20000;ПАО "ВЫМПЕЛКОМ";Челябинская обл.;Челябинская область;7713076301
906;9000000;9059999;60000;ПАО "ВЫМПЕЛКОМ";Красноярский край;Красноярский край;7713076301
906;9060000;9099999;40000;ПАО "ВЫМПЕЛКОМ";Новосибирская обл.;Новосибирская область;7713076301
906;9100000;9179999;80000;ПАО "ВЫМПЕЛКОМ";Красноярский край;Красноярский край;7713076301
906;9180000;9199999;20000;ПАО "ВЫМПЕЛКОМ";Омская обл.;Омская область;7713076301
906;9200000;9389999;190000;ПАО "ВЫМПЕЛКОМ";Кемеровская область - Кузбасс;Кемеровская область - Кузбасс;7713076301
906;9390000;9399999;10000;ПАО "ВЫМПЕЛКОМ";Республика Алтай;Республика Алтай;7713076301
906;9400000;9469999;70000;ПАО "ВЫМПЕЛКОМ";Алтайский край;Алтайский край;7713076301
906;9470000;9519999;50000;ПАО "ВЫМПЕЛКОМ";Томская обл.;Томская область;7713076301
906;9520000;9539999;20000;ПАО "ВЫМПЕЛКОМ";Республика Хакасия;Республика Хакасия;7713076301
906;9540000;9599999;60000;ПАО "ВЫМПЕЛКОМ";Томская обл.;Томская область;7713076301
906;9600000;9699999;100000;ПАО "ВЫМПЕЛКОМ";Алтайский край;Алтайский край;7713076301
906;9700000;9709999;10000;ПАО "ВЫМПЕЛКОМ";Республика Алтай;Республика Алтай;7713076301
906;9710000;9749999;40000;ПАО "ВЫМПЕЛКОМ";Красноярский край;Красноярский край;7713076301
906;9750000;9899999;150000;ПАО "ВЫМПЕЛКОМ";Кемеровская область - Кузбасс;Кемеровская область - Кузбасс;7713076301
906;9900000;9939999;40000;ПАО "ВЫМПЕЛКОМ";Омская обл.;Омская область;7713076301
906;9940000;9969999;30000;ПАО "ВЫМПЕЛКОМ";Новосибирская обл.;Новосибирская область;7713076301
906;9970000;9999999;30000;ПАО "ВЫМПЕЛКОМ";Республика Тыва;Республика Тыва;7713076301
908;0000000;0099999;100000;ООО "Т2 Мобайл";Курганская обл.;Курганская область;7743895280
908;0100000;0269999;170000;ООО "Т2 МОБАЙЛ";Красноярский край;Красноярский край;7743895280
908;0270000;0299999;30000;ООО "Т2 Мобайл";Ярославская обл.;Ярославская область;7743895280
908;0300000;0349999;50000;ООО "Т2 МОБАЙЛ";Красноярский край;Красноярский край;7743895280
908;0350000;0399999;50000;ООО "Т2 Мобайл";Ярославская обл.;Ярославская область;7743895280
908;0400000;0999999;600000;ООО "Т2 Мобайл";Челябинская обл.;Челябинская область;7743895280
908;1000000;1199999;200000;ООО "Т2 МОБАЙЛ";Омская обл.;Омская область;7743895280
908;1200000;1299999;100000;ООО "Т2 Мобайл";Курская обл.;Курская область;7743895280
908;1300000;1499999;200000;ООО "Т2 Мобайл";Воронежская обл.;Воронежская область;7743895280
908;1500000;1699999;200000;ООО "Т2 Мобайл";Нижегородская обл.;Нижегородская область;7743895280
908;1700000;1999999;300000;ООО "Т2 Мобайл";Ростовская обл.;Ростовская область;7743895280
908;2000000;2249999;250000;ООО "Т2 МОБАЙЛ";Красноярский край;Красноярский край;7743895280
908;2250000;2269999;20000;ООО "Т2 Мобайл";Новгородская обл.;Новгородская область;7743895280
908;2270000;2279999;10000;ООО "Т2 Мобайл";Магаданская обл.;Магаданская область;7743895280
908;2280000;2299999;20000;ООО "Т2 Мобайл";Республика Адыгея;Республика Адыгея;7743895280
908;2300000;2399999;100000;ООО "Т2 Мобайл";Нижегородская обл.;Нижегородская область;7743895280
908;2400000;2799999;400000;ООО "Т2 Мобайл";Пермский край;Пермский край;7743895280
908;2800000;2899999;100000;ООО "Т2 Мобайл";Смоленская обл.;Смоленская область;7743895280
908;2900000;2909999;10000;ООО "Т2 Мобайл";Калининградская обл.;Калининградская область;7743895280
908;2910000;2959999;50000;ООО "Т2 Мобайл";Новгородская обл.;Новгородская область;7743895280
908;2960000;2999999;40000;ООО "Т2 Мобайл";Тамбовская обл.;Тамбовская область;7743895280
908;3000000;3099999;100000;ООО "Т2 Мобайл";Чувашская Республика;Чувашская Республика - Чувашия;7743895280
908;3100000;3199999;100000;ООО "Т2 МОБАЙЛ";Омская обл.;Омская область;7743895280
908;3200000;3249999;50000;ООО "Т2 Мобайл";Оренбургская обл.;Оренбургская область;7743895280
908;3250000;3279999;30000;ООО "Т2 МОБАЙЛ";Республика Хакасия;Республика Хакасия;7743895280
908;3280000;3299999;20000;ООО "Т2 Мобайл";Республика Коми;Республика Коми;7743895280
908;3300000;3439999;140000;ООО "ТМТ";Республика Татарстан;Республика Татарстан;1655327859
908;3440000;3459999;20000;ПАО "МЕГАФОН";Самарская обл.;Самарская область;7812014560
908;3460000;3499999;40000;ООО "ТМТ";Республика Татарстан;Республика Татарстан;1655327859
908;3500000;3599999;100000;ПАО "Мобильные ТелеСистемы";Республика Башкортостан;Республика Башкортостан;7740000076
908;3600000;3639999;40000;ПАО "МЕГАФОН";Республика Мордовия;Республика Мордовия;7812014560
908;3640000;3649999;10000;ПАО "ВЫМПЕЛКОМ";Саратовская обл.;Саратовская область;7713076301
908;3650000;3659999;10000;ПАО "МЕГАФОН";Республика Мордовия;Республика Мордовия;7812014560
908;3660000;3699999;40000;ПАО "МЕГАФОН";Самарская обл.;Самарская область;7812014560
908;3700000;3729999;30000;ПАО "Мобильные ТелеСистемы";Республика Марий Эл;Республика Марий Эл;7740000076
908;3730000;3749999;20000;ПАО "МЕГАФОН";Самарская обл.;Самарская область;7812014560
908;3750000;3799999;50000;ПАО "ВЫМПЕЛКОМ";Саратовская обл.;Саратовская область;7713076301
908;3800000;4299999;500000;ПАО "МЕГАФОН";Самарская обл.;Самарская область;7812014560
908;4300000;4349999;50000;ПАО "МЕГАФОН";Ульяновская обл.;Ульяновская область;7812014560
908;4350000;4399999;50000;ПАО "ВЫМПЕЛКОМ";Саратовская обл.;Саратовская область;7713076301
908;4400000;4649999;250000;ПАО "ВЫМПЕЛКОМ";Приморский край;Приморский край;7713076301
908;4650000;4699999;50000;ООО "Т2 Мобайл";Тамбовская обл.;Тамбовская область;7743895280
908;4700000;4919999;220000;ООО "Т2 МОБАЙЛ";Ульяновская обл.;Ульяновская область;7743895280
908;4920000;4949999;30000;ООО "Т2 Мобайл";Челябинская обл.;Челябинская область;7743895280
908;4950000;4969999;20000;ООО "Т2 Мобайл";Камчатский край;Камчатский край;7743895280
908;4970000;4999999;30000;ООО "Т2 Мобайл";Ямало-Ненецкий АО;Ямало-Ненецкий автономный округ;7743895280
908;5000000;5199999;200000;ООО "Т2 Мобайл";Ростовская обл.;Ростовская область;7743895280
908;5200000;5399999;200000;ПАО "МТС";Пензенская обл.;Пензенская область;7740000076
908;5400000;5599999;200000;ООО "Т2 Мобайл";Саратовская обл.;Саратовская область;7743895280
908;5600000;5699999;100000;ПАО "МТС";Ивановская обл.;Ивановская область;7740000076
908;5700000;5899999;200000;ООО "Т2 Мобайл";Челябинская обл.;Челябинская область;7743895280
908;5900000;5999999;100000;ООО "Т2 Мобайл";Республика Бурятия;Республика Бурятия;7743895280
908;6000000;6029999;30000;ООО "Т2 Мобайл";Липецкая обл.;Липецкая область;7743895280
908;6030000;6039999;10000;ООО "Т2 Мобайл";Магаданская обл.;Магаданская область;7743895280
908;6040000;6049999;10000;ООО "Т2 Мобайл";Липецкая обл.;Липецкая область;7743895280
908;6050000;6079999;30000;ООО "Т2 Мобайл";Мурманская обл.;Мурманская область;7743895280
908;6080000;6084999;5000;ООО "Т2 Мобайл";Магаданская обл.;Магаданская область;7743895280
908;6085000;6085099;100;ООО "Т2 Мобайл";Вологодская обл.;Вологодская область;7743895280
908;6085100;6085199;100;ООО "МиАТел";г. Санкт-Петербург и Ленинградская область;Город Санкт-Петербург, Ленинградская область;7841482919
908;6085200;6087199;2000;АО "МТТ";Пензенская обл.;Пензенская область;7705017253
908;6088000;6088999;1000;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253
908;6089000;6089049;50;ООО "МиАТел";г. Санкт-Петербург * Ленинградская область;Город Санкт-Петербург, Ленинградская область;7841482919
908;6089050;6089399;350;ООО "МиАТел";г. Санкт-Петербург * Ленинградская область;Город Санкт-Петербург, Ленинградская область;7841482919
908;6090000;6099999;10000;ООО "ЕКАТЕРИНБУРГ-2000";Тюменская обл.;Тюменская область;6661079603
908;6100000;6299999;200000;ПАО "МЕГАФОН";Астраханская обл.;Астраханская область;7812014560
908;6300000;6359999;60000;ООО "ЕКАТЕРИНБУРГ-2000";Свердловская обл.;Свердловская область;6661079603
908;6360000;6369999;10000;ООО "ЕКАТЕРИНБУРГ-2000";Свердловская обл.;Свердловская область;6661079603
908;6370000;6399999;30000;ООО "ЕКАТЕРИНБУРГ-2000";Свердловская обл.;Свердловская область;6661079603
908;6400000;6699999;300000;ООО "Т2 Мобайл";Иркутская обл.;Иркутская область;7743895280
908;6700000;6939999;240000;ООО "Т2 Мобайл";Краснодарский край;Краснодарский край;7743895280
908;6940000;6989999;50000;ООО "Т2 Мобайл";Республика Коми;Республика Коми;7743895280
908;6990000;6999999;10000;ООО "Т2 Мобайл";Липецкая обл.;Липецкая область;7743895280
908;7000000;7099999;100000;ООО "Т2 Мобайл";Челябинская обл.;Челябинская область;7743895280
908;7100000;7199999;100000;ООО "Т2 Мобайл";Республика Коми;Республика Коми;7743895280
908;7200000;7699999;500000;ООО "Т2 Мобайл";Нижегородская обл.;Нижегородская область;7743895280
908;7700000;7799999;100000;ООО "Т2 Мобайл";Иркутская обл.;Иркутская область;7743895280
908;7800000;7899999;100000;ООО "Т2 Мобайл";Белгородская обл.;Белгородская область;7743895280
908;7900000;8099999;200000;ООО "Т2 МОБАЙЛ";Омская обл.;Омская область;7743895280
908;8100000;8299999;200000;ООО "Т2 Мобайл";Челябинская обл.;Челябинская область;7743895280
908;8300000;8399999;100000;ООО "Т2 Мобайл";Курганская обл.;Курганская область;7743895280
908;8400000;8519999;120000;ПАО "МЕГАФОН";Чувашская Республика;Чувашская Республика - Чувашия;7812014560
908;8520000;8649999;130000;ООО "Т2 Мобайл";Ямало-Ненецкий АО;Ямало-Ненецкий автономный округ;7743895280
908;8650000;8799999;150000;ООО "Т2 Мобайл";Тюменская обл.;Тюменская область;7743895280
908;8800000;8999999;200000;ООО "Т2 Мобайл";Ханты - Мансийский - Югра АО;Ханты-Мансийский автономный округ - Югра;7743895280
908;9000000;9299999;300000;ООО "ЕКАТЕРИНБУРГ-2000";Свердловская обл.;Свердловская область;6661079603
908;9300000;9329999;30000;ООО "Т2 МОБАЙЛ";Кемеровская обл.;Кемеровская область - Кузбасс;7743895280
908;9330000;9399999;70000;ООО "Т2 Мобайл";Челябинская обл.;Челябинская область;7743895280
908;9400000;9599999;200000;ООО "Т2 МОБАЙЛ";Кемеровская обл.;Кемеровская область - Кузбасс;7743895280
908;9600000;9999999;400000;ПАО "ВЫМПЕЛКОМ";Приморский край;Приморский край;7713076301
909;0000000;0319999;320000;ПАО "ВЫМПЕЛКОМ";Свердловская обл.;Свердловская область;7713076301
909;0320000;0499999;180000;ПАО "ВЫМПЕЛКОМ";Ханты - Мансийский - Югра АО;Ханты-Мансийский автономный округ - Югра;7713076301
909;0500000;0679999;180000;ПАО "ВЫМПЕЛКОМ";Удмуртская Республика;Удмуртская Республика;7713076301
909;0680000;0999999;320000;ПАО "ВЫМПЕЛКОМ";Челябинская обл.;Челябинская область;7713076301
